user,menu,rating
User4569,Food377,2
User840,Food441,0
User459,Food1176,3.5
User5987,Food411,2
User8572,Food388,1.5
User7133,Food960,1
User9461,Food425,1
User1090,Food630,3
User3050,Food1079,0.5
User9988,Food199,3.5
User3358,Food114,2
User6610,Food70,3
User7613,Food732,0.5
User4876,Food261,2.5
User8910,Food107,1
User3597,Food462,3
User9325,Food762,3
User3653,Food503,0.5
User9040,Food385,0.5
User981,Food684,3
User2397,Food148,0
User7772,Food938,5
User9638,Food488,3.5
User4323,Food504,4.5
User6297,Food328,2.5
User3140,Food1030,1
User4637,Food616,1.5
User1924,Food164,2
User7355,Food893,4
User7185,Food140,2
User6535,Food834,1
User5329,Food691,4.5
User7600,Food271,1.5
User3973,Food781,3.5
User7045,Food935,0.5
User5366,Food114,4
User4819,Food1193,2.5
User5633,Food508,2
User8142,Food300,4
User1685,Food1181,5
User8761,Food215,1.5
User7992,Food975,3.5
User1930,Food137,0.5
User5350,Food253,2
User3743,Food287,0
User9257,Food1104,3.5
User7153,Food338,4
User273,Food83,0
User1238,Food513,1
User6305,Food742,5
User8833,Food805,1.5
User8368,Food262,4
User7741,Food104,2.5
User5107,Food872,4.5
User4331,Food665,1.5
User8323,Food486,3.5
User9986,Food584,3.5
User156,Food161,1.5
User132,Food692,4
User8540,Food634,5
User6408,Food868,3
User112,Food252,2.5
User1265,Food1014,3.5
User850,Food68,5
User4811,Food680,2
User9760,Food686,1
User8753,Food57,4.5
User1903,Food22,0
User3322,Food317,0
User7266,Food1107,1.5
User3036,Food229,3
User6143,Food1042,1.5
User2296,Food913,0.5
User9113,Food440,3
User7079,Food830,3
User5285,Food369,1
User4115,Food224,2
User3287,Food914,3
User4404,Food241,3.5
User1394,Food700,4
User1883,Food1043,5
User7501,Food254,3.5
User3530,Food187,1
User6070,Food844,1.5
User8856,Food850,4
User552,Food162,0
User6223,Food482,1.5
User5413,Food1176,2.5
User327,Food1111,5
User7300,Food204,3.5
User1387,Food820,2.5
User2707,Food192,4.5
User1347,Food280,1
User6714,Food1062,3
User7682,Food298,2
User3168,Food1014,2.5
User3931,Food84,3
User1025,Food910,0
User259,Food412,0
User4907,Food174,1.5
User40,Food35,3
User6635,Food612,0.5
User8464,Food562,4.5
User4945,Food401,0.5
User1937,Food398,1.5
User5838,Food714,0.5
User2993,Food983,5
User920,Food602,2.5
User7520,Food648,4
User7799,Food350,0
User8352,Food606,3
User2375,Food772,5
User1814,Food470,1.5
User8654,Food1053,4
User7515,Food1139,0
User996,Food413,0.5
User2586,Food166,3.5
User4747,Food907,0.5
User8662,Food634,4.5
User7677,Food963,0
User1891,Food1089,1.5
User8609,Food183,3
User4554,Food281,1.5
User3426,Food617,2.5
User8038,Food630,2.5
User7131,Food150,4.5
User3796,Food920,2
User956,Food1174,4.5
User2311,Food661,2.5
User5192,Food37,3.5
User5340,Food871,4
User9689,Food683,1.5
User1374,Food504,5
User7770,Food892,2
User6747,Food1164,4.5
User5503,Food261,1
User6870,Food158,2
User6989,Food986,0
User5101,Food951,2
User4439,Food15,4.5
User136,Food986,3.5
User1593,Food848,0.5
User4922,Food815,3.5
User8862,Food226,2
User3234,Food430,2.5
User6818,Food610,1
User198,Food503,4.5
User9457,Food394,3.5
User7601,Food194,0
User1739,Food426,4.5
User241,Food770,0
User7487,Food1112,2.5
User3731,Food155,3
User617,Food685,5
User8267,Food228,0
User888,Food363,0
User4271,Food1076,2.5
User3936,Food218,3.5
User5715,Food590,2.5
User4689,Food922,5
User737,Food668,0
User5233,Food245,5
User5666,Food1197,0.5
User8678,Food494,5
User5457,Food377,0.5
User8088,Food536,2
User6907,Food274,1.5
User2852,Food975,3
User4854,Food16,0.5
User6819,Food934,5
User9527,Food344,2
User9844,Food112,2.5
User4861,Food481,0.5
User4286,Food268,0
User6786,Food1133,3.5
User7458,Food732,4.5
User4928,Food838,2
User9172,Food952,3.5
User539,Food104,5
User3618,Food13,4.5
User3622,Food801,2.5
User884,Food383,2
User8694,Food699,5
User2410,Food711,1
User3198,Food468,5
User6283,Food1115,1
User6603,Food287,1.5
User9608,Food346,4.5
User4379,Food56,4.5
User9359,Food57,4
User1541,Food485,0
User8502,Food149,5
User3843,Food652,0.5
User9629,Food1023,2
User7833,Food955,1.5
User1129,Food645,5
User9260,Food737,4.5
User4578,Food423,2.5
User6199,Food605,3.5
User2371,Food674,0
User3666,Food1160,5
User1539,Food4,0.5
User9182,Food1193,5
User8915,Food787,0.5
User1547,Food860,2
User9392,Food24,1.5
User6662,Food46,2
User1697,Food339,3
User8325,Food1052,5
User1039,Food883,4.5
User2805,Food819,0.5
User563,Food547,3.5
User8565,Food569,1
User3238,Food391,1.5
User8838,Food1098,2
User6848,Food794,4
User1035,Food1130,0
User5375,Food292,3.5
User1172,Food33,4.5
User8112,Food622,3
User5297,Food984,4
User9570,Food613,3
User2808,Food1114,1
User3856,Food1004,3.5
User4610,Food55,2
User7365,Food43,0.5
User5742,Food1013,0
User773,Food568,2.5
User263,Food962,0
User9755,Food2,4.5
User9869,Food819,4
User1864,Food1188,1.5
User9388,Food31,2
User5429,Food356,1
User6007,Food879,2
User9275,Food1056,2.5
User7531,Food27,5
User2156,Food1109,2.5
User2164,Food126,2.5
User5650,Food664,3
User5808,Food516,2
User770,Food967,0.5
User1159,Food617,1
User7692,Food640,1.5
User2947,Food135,2
User4681,Food322,2.5
User3652,Food675,5
User9389,Food64,1.5
User3226,Food367,2
User8708,Food698,1
User7736,Food6,4.5
User9626,Food37,0
User8354,Food898,0.5
User7556,Food1132,3
User3053,Food753,2.5
User8605,Food108,2.5
User3801,Food75,0.5
User340,Food934,4
User5100,Food283,4.5
User9582,Food1144,1.5
User2766,Food667,2.5
User9282,Food270,4.5
User9913,Food1182,4.5
User5793,Food560,1
User9028,Food403,4.5
User3541,Food685,3.5
User5321,Food1029,4
User737,Food1163,4.5
User2886,Food221,2
User2286,Food1098,0.5
User3492,Food1135,0
User590,Food208,0
User6528,Food219,5
User5069,Food483,3
User3025,Food24,3.5
User5295,Food58,1.5
User7288,Food77,3.5
User6884,Food140,3.5
User2724,Food647,4.5
User1707,Food829,3
User5201,Food904,0.5
User356,Food1146,2.5
User121,Food256,4.5
User391,Food920,1.5
User7973,Food6,1.5
User6055,Food974,4
User5575,Food833,1.5
User2913,Food711,5
User1518,Food283,1.5
User3576,Food145,0
User9591,Food627,0.5
User7898,Food1106,5
User1342,Food817,4.5
User2766,Food301,5
User7388,Food456,2.5
User4469,Food396,5
User7840,Food272,1
User537,Food1035,3.5
User8377,Food911,0
User9145,Food316,3.5
User7315,Food230,3
User5027,Food198,1
User5023,Food630,1.5
User5129,Food323,0
User7763,Food892,2.5
User9078,Food725,5
User2245,Food487,1
User5583,Food279,0.5
User1080,Food288,2.5
User2930,Food680,1
User212,Food769,2
User7227,Food850,1.5
User5242,Food1101,1.5
User5799,Food707,4.5
User8586,Food851,2
User1103,Food615,1.5
User2816,Food771,3.5
User7207,Food126,2.5
User5371,Food936,4
User6975,Food115,1
User4711,Food36,2.5
User7149,Food458,0
User229,Food283,3.5
User5153,Food529,5
User9939,Food228,4
User7136,Food1118,2
User6439,Food1067,5
User1807,Food6,2.5
User7908,Food939,4
User1194,Food160,2.5
User2177,Food236,5
User6969,Food367,3.5
User9991,Food93,3.5
User3464,Food107,4.5
User1387,Food647,2.5
User6208,Food835,4.5
User7946,Food81,0
User6259,Food374,2.5
User7829,Food133,2.5
User5298,Food905,2.5
User1750,Food1135,0.5
User8221,Food178,4.5
User942,Food383,3
User5011,Food681,1.5
User2219,Food988,5
User3496,Food377,0.5
User9297,Food1023,0
User7007,Food1139,2
User6135,Food674,5
User5981,Food258,2.5
User6741,Food234,1
User8743,Food1022,1.5
User662,Food1041,3
User8000,Food453,1.5
User6313,Food837,1.5
User4672,Food288,0.5
User2857,Food246,2
User2898,Food401,3.5
User801,Food861,5
User3590,Food1103,1.5
User2721,Food272,4
User956,Food411,2
User6702,Food1017,1
User2189,Food384,1
User9526,Food930,0
User1186,Food75,0.5
User9900,Food1043,5
User408,Food884,0
User5914,Food561,3.5
User2255,Food396,1
User9361,Food844,4
User3033,Food1118,1
User1256,Food279,4
User4983,Food1038,0.5
User909,Food548,2.5
User3935,Food196,4
User4595,Food17,1
User699,Food1036,3.5
User3079,Food85,0
User5882,Food343,2.5
User7445,Food567,0.5
User1960,Food139,0
User9676,Food1191,4
User9992,Food562,4.5
User3674,Food616,1
User2007,Food11,5
User9653,Food670,3.5
User9625,Food857,3
User6489,Food343,4
User9642,Food1018,3.5
User7161,Food490,1
User3907,Food285,0.5
User6389,Food58,3.5
User9856,Food831,2.5
User446,Food414,4
User3564,Food202,0
User2672,Food861,1.5
User7933,Food136,1.5
User5303,Food315,4.5
User8749,Food329,4
User6573,Food213,0
User1249,Food84,4.5
User9685,Food266,3.5
User2107,Food395,4
User862,Food409,4
User5352,Food1198,2.5
User69,Food40,3
User1655,Food873,2.5
User1931,Food606,4.5
User5644,Food333,2
User4191,Food1051,3
User2607,Food276,3.5
User8267,Food648,5
User8611,Food838,3
User9084,Food281,1.5
User9710,Food878,3
User9882,Food1179,2
User5585,Food587,4.5
User3565,Food790,1.5
User3287,Food282,1.5
User6059,Food1025,5
User6063,Food720,2
User6481,Food1000,3
User7844,Food267,0
User5514,Food80,1
User8881,Food386,0.5
User110,Food837,4
User1600,Food469,1.5
User2229,Food936,0.5
User2437,Food374,0
User7669,Food876,5
User1832,Food5,0
User6637,Food780,3.5
User4319,Food272,4.5
User6250,Food631,3
User9597,Food822,2.5
User426,Food1038,4
User9554,Food393,3
User6919,Food579,0.5
User464,Food359,4
User3127,Food769,0
User9137,Food1190,3.5
User9215,Food20,2
User7537,Food1112,2
User2818,Food800,4.5
User8438,Food1189,4
User6961,Food194,5
User8993,Food245,2
User4260,Food872,2
User2364,Food707,2
User3144,Food733,5
User2491,Food1110,3.5
User6793,Food175,3.5
User5839,Food519,0
User8136,Food875,5
User4111,Food237,1
User3013,Food62,2
User3710,Food1129,3.5
User8142,Food748,2.5
User9986,Food754,4
User5468,Food498,3.5
User3156,Food520,1.5
User2740,Food823,0.5
User4131,Food728,3
User605,Food808,3
User5734,Food952,2.5
User4888,Food1144,5
User6364,Food195,5
User690,Food1127,3
User7895,Food481,3.5
User678,Food985,5
User5198,Food281,0
User5314,Food86,4
User2740,Food399,1
User7859,Food409,1
User5694,Food1177,1.5
User22,Food332,2.5
User8529,Food499,0
User771,Food1118,1.5
User6825,Food423,2.5
User9191,Food992,2.5
User7305,Food214,2
User6530,Food324,4
User5984,Food265,0.5
User6083,Food883,2.5
User1924,Food232,0.5
User539,Food1080,2
User6051,Food874,3.5
User9038,Food1129,5
User1089,Food427,3.5
User6590,Food1018,0.5
User1304,Food885,1.5
User6778,Food1107,1.5
User8145,Food820,1
User4338,Food466,4.5
User1488,Food623,3
User6744,Food423,0
User4590,Food718,4.5
User6563,Food918,1
User1258,Food576,2.5
User6956,Food1023,0.5
User8343,Food200,4
User188,Food487,1
User242,Food228,4.5
User4573,Food758,4.5
User2066,Food53,4.5
User9679,Food271,2
User6679,Food1100,3.5
User429,Food1003,2
User3763,Food896,1
User6536,Food802,4.5
User9265,Food619,3.5
User6394,Food745,0.5
User7714,Food62,1.5
User1032,Food875,5
User7089,Food457,4.5
User5955,Food378,5
User6100,Food940,1.5
User1345,Food623,5
User244,Food980,2.5
User4903,Food1128,4.5
User6174,Food810,3
User5086,Food356,2
User3076,Food601,0.5
User906,Food344,4
User7684,Food88,3
User8961,Food1032,3
User8133,Food1011,3.5
User3937,Food226,5
User6975,Food577,5
User2888,Food791,2.5
User1846,Food149,0.5
User8699,Food821,1
User4868,Food1129,3.5
User2512,Food485,1
User6937,Food634,3.5
User5550,Food1176,1.5
User3163,Food1013,3
User9151,Food951,3
User5706,Food1139,3
User7328,Food857,4.5
User9210,Food455,5
User6905,Food1001,1
User1820,Food532,1
User7008,Food211,3
User4042,Food665,1.5
User2110,Food524,4.5
User5178,Food1155,0
User4304,Food571,0
User9403,Food779,2.5
User2177,Food419,3
User2714,Food1029,3.5
User4817,Food56,2.5
User4766,Food1162,1.5
User9013,Food859,4.5
User8079,Food530,2
User6070,Food704,2.5
User9999,Food590,1
User13,Food989,0.5
User8170,Food990,0.5
User7374,Food485,1
User836,Food530,3.5
User9421,Food1039,3.5
User8081,Food89,1.5
User6010,Food737,2
User4667,Food49,0
User7072,Food452,1
User1011,Food800,3.5
User4065,Food96,0.5
User8443,Food1088,1.5
User6851,Food1127,1.5
User8537,Food71,4
User8749,Food454,0
User5688,Food363,5
User7003,Food463,3
User8164,Food750,2
User4841,Food562,1
User7220,Food336,4.5
User8853,Food601,0
User8306,Food316,3
User6264,Food237,2.5
User2830,Food1050,4.5
User5401,Food1168,0.5
User8226,Food597,0.5
User4709,Food1086,1.5
User2245,Food830,2.5
User3685,Food442,0
User3740,Food759,2.5
User9414,Food73,3.5
User3965,Food181,1.5
User6024,Food459,3
User985,Food798,2.5
User7168,Food324,2.5
User305,Food976,3.5
User1857,Food271,2.5
User4588,Food267,1
User624,Food1080,1
User5974,Food1077,3.5
User2020,Food154,4.5
User3279,Food286,1.5
User6849,Food778,3.5
User5443,Food231,3.5
User201,Food786,2.5
User9601,Food1004,4.5
User7230,Food662,1.5
User5418,Food290,1
User39,Food812,4.5
User690,Food365,5
User3440,Food1184,0.5
User3701,Food97,1.5
User8660,Food1046,2
User616,Food678,4.5
User8780,Food978,0.5
User318,Food587,2
User102,Food1003,4
User8940,Food688,1
User5131,Food555,3
User4277,Food104,2
User3484,Food1089,3.5
User6014,Food801,3
User9592,Food647,3
User7258,Food80,3
User782,Food684,1
User5997,Food1184,4
User149,Food171,1.5
User2521,Food366,1.5
User564,Food801,5
User1900,Food750,4
User527,Food494,3.5
User7778,Food569,4.5
User8808,Food189,3.5
User7527,Food32,3.5
User8991,Food1124,4
User7580,Food512,0.5
User3114,Food1065,5
User31,Food776,5
User1724,Food489,2
User9995,Food286,3.5
User9987,Food1118,4
User2376,Food902,3.5
User7754,Food416,4.5
User4774,Food18,3.5
User2534,Food886,4
User2293,Food538,0.5
User8281,Food1173,4
User3033,Food1091,1
User4069,Food291,3.5
User4645,Food767,3
User8787,Food1088,1.5
User6960,Food10,0.5
User1661,Food115,1.5
User1879,Food269,0.5
User4546,Food462,0
User2453,Food230,0.5
User1776,Food598,2
User9877,Food214,2.5
User916,Food1108,3.5
User3137,Food757,0.5
User4989,Food395,5
User7419,Food523,0
User5552,Food842,1.5
User3074,Food1014,0.5
User2460,Food964,4
User7650,Food1181,0
User6863,Food1070,1
User4639,Food907,4.5
User1390,Food286,5
User8235,Food256,0.5
User1730,Food84,4
User9767,Food11,0.5
User7450,Food2,1
User7456,Food296,1
User9097,Food2,1
User5952,Food203,3.5
User7169,Food662,3
User2889,Food601,3.5
User3116,Food305,2
User2909,Food606,1
User9387,Food1080,1
User2810,Food44,0
User9799,Food45,2
User1737,Food214,3
User6388,Food1095,5
User4451,Food295,2.5
User6273,Food21,3
User5519,Food751,4
User8937,Food819,2.5
User3125,Food1083,5
User3985,Food22,1
User7769,Food369,1.5
User8907,Food188,1.5
User2328,Food575,3
User3192,Food1164,4
User9879,Food728,4.5
User8525,Food1112,0
User7681,Food105,3.5
User6473,Food506,3.5
User6411,Food452,1.5
User5673,Food1129,0
User1436,Food734,1.5
User518,Food1113,4
User3530,Food1100,5
User8371,Food856,3.5
User6422,Food456,2
User7072,Food1063,3
User7902,Food25,3.5
User7735,Food206,0
User5690,Food369,1.5
User7111,Food763,2
User6616,Food298,1.5
User2961,Food1025,2
User7673,Food1089,3.5
User2889,Food389,4.5
User4920,Food969,4.5
User913,Food500,2.5
User7659,Food441,0.5
User9655,Food842,2.5
User7269,Food910,5
User3787,Food405,1.5
User1731,Food790,4
User4714,Food1013,3
User607,Food290,5
User9851,Food442,2.5
User8142,Food992,0.5
User5459,Food1169,2.5
User9899,Food17,4
User8900,Food648,3.5
User8147,Food674,0.5
User2835,Food169,2
User6808,Food533,4
User1215,Food260,0.5
User1603,Food207,1
User2545,Food742,4
User6785,Food600,3
User8773,Food924,4.5
User7383,Food605,1
User7628,Food565,1
User3221,Food30,5
User9815,Food112,1
User570,Food44,3.5
User8265,Food567,4.5
User7486,Food478,4
User2430,Food1174,3.5
User7236,Food424,4.5
User4464,Food128,4
User2912,Food1005,3.5
User1569,Food105,1.5
User7915,Food1181,3
User7943,Food914,1
User2502,Food424,0.5
User9902,Food774,0
User2275,Food754,2
User4282,Food405,1
User3501,Food92,3
User6340,Food748,4
User6965,Food208,4
User1126,Food325,0.5
User3410,Food801,4.5
User9738,Food758,5
User1580,Food1014,3.5
User5316,Food717,0.5
User6664,Food563,0.5
User4726,Food533,4.5
User5785,Food147,1
User2043,Food623,2
User3374,Food607,0
User7042,Food540,2
User4948,Food810,4
User9246,Food734,0
User7408,Food830,0
User5629,Food105,3.5
User9267,Food96,4.5
User6557,Food1017,2
User3271,Food643,3
User3462,Food234,0.5
User1502,Food1176,4.5
User8138,Food174,0.5
User5966,Food196,1.5
User7591,Food996,5
User4462,Food240,4.5
User1031,Food999,3
User3490,Food870,5
User3471,Food571,4.5
User324,Food392,1
User3872,Food949,4.5
User4545,Food7,5
User1869,Food935,0.5
User406,Food705,4
User8400,Food944,4
User9449,Food381,0.5
User193,Food318,0.5
User3319,Food1092,4
User4550,Food885,2
User6877,Food1180,4.5
User8056,Food793,4
User3320,Food918,3.5
User3817,Food821,1
User8331,Food398,1
User535,Food595,2.5
User3850,Food296,3
User7661,Food129,2
User8078,Food603,1.5
User6151,Food89,0
User7633,Food837,1
User1242,Food1028,0
User2175,Food231,4
User6489,Food111,0.5
User7867,Food976,3
User2985,Food901,3
User7491,Food27,1
User6262,Food63,0
User5580,Food142,2.5
User4964,Food409,3.5
User6815,Food820,0.5
User9592,Food46,3.5
User9414,Food224,0.5
User3904,Food679,3
User4335,Food607,5
User985,Food115,4
User2951,Food25,2
User687,Food898,0.5
User5068,Food561,5
User3363,Food324,0
User3183,Food244,0
User5794,Food268,1
User6797,Food192,0
User7015,Food627,3.5
User6356,Food574,1
User4552,Food293,2.5
User6442,Food357,4
User6502,Food605,5
User8733,Food163,5
User9901,Food810,1.5
User9191,Food512,1
User2080,Food804,2
User746,Food333,3.5
User5680,Food357,0
User7911,Food1029,2.5
User7208,Food398,1.5
User1042,Food1003,2
User9655,Food325,1
User7922,Food1063,2
User1347,Food810,3
User8986,Food984,5
User6237,Food891,4
User4336,Food329,3.5
User7336,Food1147,0
User7677,Food917,0.5
User9603,Food663,1.5
User9958,Food1074,0
User6758,Food182,1
User8444,Food761,2
User3011,Food690,5
User6022,Food116,2.5
User3749,Food482,4
User3115,Food534,4
User8350,Food1055,5
User8908,Food1019,1.5
User6779,Food441,3
User5560,Food404,0
User8806,Food220,0.5
User7150,Food154,3
User1600,Food520,2
User7913,Food539,0
User103,Food858,2.5
User1564,Food18,2
User1639,Food510,0
User6146,Food995,2
User2571,Food562,2.5
User150,Food642,1
User9764,Food108,0
User1337,Food1022,0
User4716,Food565,4.5
User6765,Food232,1
User2088,Food36,0
User7205,Food591,4.5
User4147,Food899,1.5
User3554,Food382,2
User1486,Food263,5
User350,Food86,3.5
User256,Food422,3
User2605,Food169,0.5
User324,Food476,2.5
User3246,Food717,3
User1173,Food114,3.5
User1748,Food104,1.5
User4286,Food209,4
User468,Food646,2
User1637,Food999,1
User3472,Food991,2.5
User9300,Food355,3.5
User8664,Food19,3
User2311,Food710,2.5
User5037,Food461,0
User7452,Food51,2.5
User760,Food734,1
User5644,Food769,3
User2669,Food860,2
User162,Food387,0
User1958,Food1141,1
User1164,Food1038,1
User4748,Food103,2
User5785,Food983,5
User8858,Food1113,1
User4734,Food241,4.5
User2814,Food328,0
User5864,Food83,2
User1189,Food988,4
User5962,Food768,1
User4946,Food636,3.5
User3336,Food686,2.5
User4997,Food509,1
User6592,Food426,3.5
User8247,Food838,0
User116,Food601,3
User5700,Food721,3
User5602,Food203,4
User6454,Food696,1
User2286,Food338,4.5
User1848,Food408,0.5
User9964,Food1093,3.5
User600,Food169,1
User1253,Food791,5
User9887,Food684,0
User7260,Food1194,0.5
User3146,Food1049,1
User5787,Food713,3.5
User2248,Food113,0
User791,Food1140,1.5
User4638,Food1183,0.5
User5165,Food687,3
User5608,Food1127,0
User6649,Food644,0.5
User2179,Food579,3.5
User168,Food839,5
User4349,Food447,4
User4495,Food588,0.5
User6235,Food322,2
User6161,Food120,1
User6656,Food994,2.5
User8298,Food475,2
User4070,Food684,2
User6989,Food478,5
User4840,Food1049,2
User7710,Food279,3.5
User34,Food562,1
User6591,Food902,4.5
User3244,Food546,0.5
User6069,Food690,0
User5992,Food905,0
User6442,Food321,5
User7479,Food301,4.5
User3981,Food1032,1
User141,Food311,5
User2726,Food315,0.5
User1648,Food362,4
User6438,Food526,1.5
User2533,Food671,2
User1846,Food655,1.5
User274,Food93,1.5
User1924,Food1189,1
User561,Food698,3.5
User1181,Food629,3
User2057,Food217,2
User7940,Food681,4.5
User5972,Food242,0
User9462,Food659,4
User1008,Food732,0.5
User2117,Food693,4.5
User457,Food1194,3
User2110,Food1041,5
User7364,Food350,0
User2720,Food313,2.5
User1520,Food186,2
User6485,Food624,5
User1858,Food102,0
User9289,Food878,3
User9834,Food580,5
User8366,Food1160,5
User105,Food486,2.5
User6192,Food23,1
User3485,Food379,3.5
User7443,Food1085,3.5
User8314,Food887,5
User7133,Food147,1
User4501,Food602,3.5
User5057,Food1029,1.5
User6964,Food1035,4
User9495,Food1060,5
User5890,Food799,4
User1144,Food224,3
User5622,Food50,0
User7789,Food639,4
User616,Food593,2.5
User7839,Food795,4.5
User3867,Food857,4
User494,Food358,4
User4699,Food441,0.5
User3825,Food385,2
User5439,Food814,1
User4737,Food50,0
User8885,Food181,5
User1923,Food510,1.5
User6417,Food267,4.5
User7775,Food534,4.5
User973,Food821,0
User7829,Food339,5
User9181,Food839,1.5
User5537,Food550,0
User386,Food263,4.5
User7992,Food1066,0
User1114,Food167,2
User2635,Food931,0.5
User4743,Food765,2.5
User6599,Food260,2.5
User2028,Food916,1.5
User7087,Food1015,4
User4814,Food957,3
User9532,Food546,4.5
User3663,Food528,1.5
User8431,Food367,0
User3496,Food51,1
User2705,Food486,2.5
User9276,Food28,2
User7567,Food24,4.5
User32,Food976,0
User9486,Food1030,0.5
User1342,Food1039,4.5
User6928,Food774,3
User8628,Food1023,4
User7845,Food665,4
User3387,Food283,5
User2255,Food633,1.5
User4287,Food788,2
User8796,Food1145,4.5
User7495,Food1029,2.5
User9522,Food28,4.5
User3664,Food17,0
User8761,Food955,4
User9891,Food281,2.5
User4106,Food32,1
User9669,Food697,2.5
User9006,Food1015,0
User5747,Food278,3.5
User9259,Food530,0
User1498,Food150,3
User795,Food404,5
User9902,Food773,2
User3476,Food1200,4
User292,Food952,5
User7498,Food865,0
User2027,Food555,3
User486,Food229,0.5
User3000,Food51,4
User3938,Food198,3
User9852,Food386,2.5
User6810,Food42,1.5
User5639,Food648,3
User6760,Food580,4
User7750,Food1066,1
User2321,Food1152,1
User747,Food690,1.5
User2968,Food99,0.5
User5162,Food840,4.5
User5029,Food149,2
User8534,Food920,3
User6584,Food947,5
User9680,Food626,4
User6865,Food364,0
User3057,Food1180,0.5
User1748,Food913,5
User6804,Food992,5
User5790,Food241,3
User77,Food666,4.5
User6794,Food1066,5
User5632,Food211,5
User6607,Food262,2
User1020,Food589,5
User4294,Food140,2
User470,Food150,3.5
User1245,Food276,3
User4562,Food388,1
User4967,Food636,1.5
User9315,Food774,4
User2821,Food867,1.5
User2201,Food898,3.5
User972,Food918,3
User5190,Food650,1
User1939,Food1054,1
User5248,Food256,5
User1935,Food1079,1.5
User5422,Food314,3.5
User7890,Food237,0.5
User1594,Food113,1.5
User8767,Food1106,1
User994,Food1177,2.5
User6965,Food1148,2.5
User9573,Food1056,5
User619,Food471,1.5
User7545,Food781,4
User9242,Food481,3
User3895,Food951,0.5
User3164,Food1197,1.5
User3654,Food651,2.5
User2854,Food1152,0.5
User6849,Food869,4.5
User6339,Food1096,2.5
User9210,Food997,1
User5532,Food205,1
User5029,Food992,5
User6619,Food1141,0.5
User4647,Food420,1.5
User7568,Food177,2.5
User8435,Food316,4
User1615,Food1090,3
User9231,Food1131,1.5
User7357,Food52,2
User5964,Food461,0
User392,Food1099,4
User7110,Food656,2
User2201,Food366,0
User3788,Food420,0
User9094,Food889,2
User6919,Food688,3.5
User2802,Food430,0
User2802,Food988,1
User8459,Food656,3.5
User6954,Food896,3.5
User1303,Food308,5
User1021,Food7,2
User1308,Food163,4
User9614,Food714,5
User6298,Food652,0
User1680,Food1018,0
User2468,Food354,0
User9820,Food794,0.5
User3827,Food1178,3
User2593,Food146,3.5
User6767,Food714,3.5
User2858,Food171,2.5
User4621,Food184,1
User2813,Food524,1
User9691,Food456,4.5
User6204,Food15,1.5
User4509,Food943,1
User765,Food894,5
User3652,Food463,0
User6531,Food25,2
User8862,Food603,4.5
User1111,Food644,1
User9916,Food934,4.5
User8152,Food359,5
User8714,Food355,1.5
User9461,Food878,5
User2362,Food821,4
User7572,Food66,3
User4185,Food351,4.5
User9585,Food476,4.5
User5357,Food1187,3
User4264,Food1112,1.5
User361,Food1151,0
User9269,Food1013,3
User4430,Food112,3.5
User6647,Food1179,5
User3815,Food963,4
User809,Food1026,2
User8541,Food1130,3.5
User1281,Food3,2.5
User6239,Food384,2.5
User2132,Food603,2.5
User743,Food428,5
User3894,Food467,5
User6058,Food500,2
User1025,Food1036,3
User5660,Food872,3
User4860,Food618,3
User7064,Food1034,0.5
User1128,Food614,5
User9216,Food86,5
User5714,Food812,2.5
User5473,Food514,4
User8824,Food494,4.5
User7654,Food585,0
User6121,Food1052,4.5
User4792,Food1000,2.5
User6784,Food34,2.5
User1739,Food306,5
User1119,Food893,1
User3064,Food455,0.5
User7124,Food363,0.5
User5694,Food190,0.5
User5258,Food33,2.5
User5688,Food289,4.5
User1978,Food99,0
User1482,Food161,3
User5628,Food577,3
User280,Food1076,1.5
User4135,Food202,2
User9778,Food524,4.5
User6499,Food1150,1
User3853,Food1107,2.5
User4276,Food184,2
User4677,Food1148,3.5
User907,Food46,0.5
User1230,Food271,3
User8708,Food715,4
User2889,Food323,4.5
User3731,Food134,2
User4893,Food612,5
User2304,Food251,3.5
User7357,Food291,2
User6945,Food136,0.5
User6501,Food843,2.5
User2182,Food650,4
User917,Food541,0.5
User881,Food854,1
User6689,Food433,1.5
User5950,Food876,5
User9734,Food178,2.5
User3794,Food749,0
User6222,Food877,3.5
User9065,Food388,2.5
User5102,Food284,0
User3881,Food1084,1.5
User6127,Food120,2
User3937,Food792,2
User9944,Food402,0.5
User453,Food218,4.5
User5897,Food334,1.5
User8938,Food1022,3.5
User5040,Food530,1
User6319,Food176,2
User7545,Food965,4
User5380,Food382,4
User4154,Food367,4.5
User5092,Food134,3
User1311,Food242,2.5
User6436,Food747,4.5
User4825,Food260,2
User8766,Food1159,3.5
User2965,Food29,0
User946,Food263,3
User7108,Food1088,4
User5019,Food347,1.5
User1716,Food1115,2.5
User5341,Food357,3
User7213,Food725,2.5
User6894,Food578,1
User9207,Food1043,4
User2824,Food134,4
User9134,Food1156,3
User7124,Food463,5
User1955,Food586,4
User648,Food266,1
User6842,Food858,0.5
User6578,Food1063,1
User3073,Food276,0.5
User4893,Food828,5
User8277,Food349,2.5
User4513,Food748,5
User7316,Food1026,2
User3140,Food707,4
User4505,Food1031,4.5
User1039,Food1120,0.5
User1118,Food854,4.5
User6768,Food226,0
User3189,Food612,4
User9552,Food649,0.5
User7234,Food115,0.5
User9825,Food448,0
User8017,Food848,1
User8745,Food195,0
User4539,Food282,0
User5520,Food409,0.5
